cluster,name,category,rating,review_count,latitude,longitude,address
4.0,Mocha Cafe,Cafes,5.0,1,43.68218,-79.33015,"['1290 Danforth Avenue', 'Toronto, ON M4J 1M6', 'Canada']"
4.0,Restaurant Asal,Middle Eastern,0.0,0,43.68234,-79.32933,"['1328 Danforth Ave', 'Toronto, ON M4J 1M9', 'Canada']"
5.0,Chung Moi Chinese Restaurant,Hakka,3.9,69,43.7324399,-79.26944,"['2412 Eglinton Avenue E', 'Scarborough, ON M1K 2P3', 'Canada']"
5.0,Barcode Chinese Restaurant,Chinese,3.4,11,43.72307,-79.27595,"['433 Comstock Rd', 'Scarborough, ON M1L 4M7', 'Canada']"
5.0,Tagpuan,Filipino,3.8,6,43.72788,-79.2656,"['707 Kennedy Road', 'Unit 101A', 'Scarborough, ON M1K 2C1', 'Canada']"
5.0,Seatown Restaurant,Chinese,4.5,2,43.73203,-79.27098,"['2372 Eglinton Avenue E', 'Suite 5', 'Toronto, ON M1K 2P3', 'Canada']"
5.0,Healthy Spicy Kitchen,Indian,0.0,0,43.72518,-79.27548,"['743 Birchmount Road', 'Scarborough, ON M1K 1R5', 'Canada']"
5.0,Ishq Traditiona Veg,Vegetarian,4.7,14,43.72882558162125,-79.28127452731133,"['2007 Eglinton Avenue E', 'Scarborough, ON M1L 2M9', 'Canada']"
5.0,Ruth’s Bakery & Catering,Sri Lankan,0.0,0,43.73240047633351,-79.27008909999999,"['2398 Eglinton Avenue E', 'Toronto, ON M1K 2P3', 'Canada']"
5.0,New Kalyani,Sri Lankan,3.7,7,43.7302453885131,-79.2667273998916,"['723 Kennedy Road', 'Toronto, ON M1K 2C6', 'Canada']"
5.0,Inner Circle Caribbean Cuisine,Caribbean,4.5,2,43.72791703877219,-79.2654769725741,"['707 Kennedy Road', 'Unit 101', 'Scarborough, ON M1K 2C1', 'Canada']"
5.0,Li's Hakka No 1 Restaurant,Indian,3.0,31,43.7265496,-79.2657429,"['682 Kennedy Road', 'Unit 1', 'Scarborough, ON M1K 2B5', 'Canada']"
5.0,Sha’az Indian Cuisine,Indian,4.0,5,43.728901715428,-79.28081824566715,"['2300 Lawrence Avenue E', 'Unit 20A', 'Scarborough, ON M1P 2P9', 'Canada']"
5.0,Pizza Village & Burgers,Pizza,4.2,12,43.7319104,-79.2693151,"['2397 Eglinton Ave E', 'Scarborough, ON M1K 2M5', 'Canada']"
5.0,AK Timeout,Indian,4.0,1,43.7316400480681,-79.26818399999999,"['2407 Eglinton Avenue E', 'Scarborough, ON M1K 2N8', 'Canada']"
5.0,Suave Korner Kafe X Bistro,Cafes,0.0,0,43.73112024635864,-79.2799976,"['2202 Eglinton Avenue E', 'Unit 100', 'Scarborough, ON M1L 2N3', 'Canada']"
5.0,Saff Gourmet Pizza,Pizza,0.0,0,43.73208,-79.26706,"['2425 Eglinton Avenue E', 'Scarborough, ON M1K 5G8', 'Canada']"
5.0,Amma Takeout & Catering,Indian,4.5,2,43.7304611,-79.2666779,"['723 Kennedy Road', 'Toronto, ON M1K 3N8', 'Canada']"
5.0,Everest Pizza,Pizza,5.0,1,43.73104,-79.27448,"['06-2310 Eglinton Avenue E', 'Scarborough, ON M1K 2M2', 'Canada']"
5.0,Mandarin Restaurant,Buffets,3.5,99,43.73081612078658,-79.2792395005249,"['2206 Eglinton Avenue E', 'Scarborough, ON M1L 4S7', 'Canada']"
5.0,Vinushun Restaurant & Take Out,Restaurants,3.5,2,43.73233,-79.26996,"['2398 Av Eglinton E', 'Scarborough, ON M1K 2P3', 'Canada']"
5.0,241 Pizza,Pizza,3.0,6,43.7321196117524,-79.2711892797623,"['2372 Eglinton Avenue East', 'Toronto, ON M1K 2N2', 'Canada']"
5.0,Akane Japanese Restaurant,Japanese,0.0,0,43.72307,-79.27595,"['433 Comstock Road', 'Scarborough, ON M1L 2H4', 'Canada']"
5.0,Happyland Pub & Fast Food,Pubs,0.0,0,43.7309989,-79.2750013,"['2302 Eglinton Avenue E', 'Scarborough, ON M1K 2M2', 'Canada']"
5.0,House of China Restaurant,Chinese,2.0,2,43.73095055599491,-79.27517484873533,"['2306 Eglinton Avenue E', 'Toronto, ON M1K 2M2', 'Canada']"
5.0,Esfihachic,Pizza,0.0,0,43.73092,-79.27572,"['2296 Eglinton Ave E', 'Scarborough, ON M1K 2M2', 'Canada']"
5.0,Subwing,Sandwiches,0.0,0,43.7321578,-79.2688504,"['2420 Av Eglinton E', 'Scarborough, ON M1K 2P3', 'Canada']"
6.0,Fifth Avenue Eatery & Coffee House,Cafes,5.0,1,43.77381761209424,-79.3675051,"['100- 1210 Sheppard Avenue E', 'Toronto, ON M2K 1E3', 'Canada']"
6.0,J&Y Chinese Cuisine,Chinese,4.3,38,43.7712707,-79.3693612,"['1108 Sheppard Ave E', 'Toronto, ON M2K 2V9', 'Canada']"
6.0,Kourosh Super Market,Persian/Iranian,4.0,2,43.76952,-79.37591,"['740 Sheppard Avenue E', 'Unit 2', 'Toronto, ON M2K 1C3', 'Canada']"
6.0,Sunshine Spot Restaurant,Breakfast & Brunch,3.3,73,43.7696544,-79.3748119,"['796 Sheppard Avenue E', 'North York, ON M2K 1C3', 'Canada']"
6.0,Jerusalem Restaurant,Middle Eastern,3.2,184,43.778882,-79.363849,"['4777 Leslie Street', 'Toronto, ON M2J 2K8', 'Canada']"
6.0,Shater Abbas Express,Persian/Iranian,3.0,65,43.769907970721,-79.3745885789394,"['804 Sheppard Avenue E', 'Toronto, ON M2K 1C2', 'Canada']"
6.0,Bow Thai Restaurant,Thai,3.3,86,43.7787083802034,-79.363968277388,"['4755 Leslie Street', 'Toronto, ON M2J 2L3', 'Canada']"
6.0,Kourosh Bakery and Sandwiches,Pizza,5.0,2,43.77016017957867,-79.37461812069343,"['802 Sheppard Avenue E', 'Toronto, ON M2K 1C3', 'Canada']"
6.0,Pizza Nova,Pizza,3.5,11,43.779366,-79.364287,"['4847 Leslie Street', 'Toronto, ON M2J 2K9', 'Canada']"
6.0,McDonald's,Fast Food,2.1,56,43.7698457922807,-79.3706305,"['1125 Sheppard Avenue East', 'North York, ON M2K 1C5', 'Canada']"
6.0,Tim Horton's,Cafes,2.0,2,43.77875,-79.36496,"['4751 Leslie St', 'North York, ON M2J 2K8', 'Canada']"
6.0,Pizza Pizza,Pizza,2.7,11,43.7699125,-79.3758667,"['738 Sheppard Avenue E', 'North York, ON M2K 1C4', 'Canada']"
6.0,Subway,Fast Food,0.0,0,43.76987,-79.37446,"['802 Avenue Sheppard E', 'North York, ON M2K 1C3', 'Canada']"
7.0,Three Brothers Restaurant,Mediterranean,4.8,9,43.6270902973831,-79.4986541569233,"['657 The Queensway', 'Etobicoke, ON M8Y 1K8', 'Canada']"
7.0,Mamma Martino's Pasta and Pizzeria Restaurant,Italian,3.4,206,43.62809,-79.49588,"['624 The Queensway', 'Etobicoke, ON M8Y 1K3', 'Canada']"
7.0,Kovalsky Restaurant,Polish,4.3,66,43.6270435,-79.4988143,"['667 The Queensway', 'Toronto, ON M8Y 1K8', 'Canada']"
7.0,Tadka - Sizzling Indian Spices,Indian,4.5,19,43.62754,-79.49838,"['666 The Queensway', 'Toronto, ON M8Y 1K7', 'Canada']"
7.0,Meza Resto Bar,Modern European,5.0,1,43.627498,-79.498287,"['664 The Queensway', 'Etobicoke, ON M8Y 1K3', 'Canada']"
7.0,Hoai Huong,Vietnamese,3.8,37,43.62691,-79.50106,"['716 The Queensway', 'Etobicoke, ON M8Y 1L3', 'Canada']"
7.0,Mojo Cafe,Cafes,5.0,1,43.62636627278927,-79.50131894907379,"['715 The Queensway', 'Etobicoke, ON M8Y 1L2', 'Canada']"
7.0,Ruyi Garden Chinese Restaurant,Chinese,3.5,26,43.6276398,-79.4977112,"['650 The Queensway', 'Toronto, ON M8Y 1K7', 'Canada']"
7.0,Tom's Dairy Freeze,Ice Cream & Frozen Yogurt,4.2,228,43.62791,-79.49658,"['630 The Queensway', 'Etobicoke, ON M8Y 1K5', 'Canada']"
7.0,Grappa Restaurant,Italian,3.2,32,43.627036,-79.499418,"['690 The Queensway', 'Toronto, ON M8Y 1K8', 'Canada']"
7.0,Family Meat & Deli,Delis,5.0,1,43.62693,-79.49907,"['675 The Queensway', 'Etobicoke, ON M8Y 1K8', 'Canada']"
7.0,Mr Sub,Sandwiches,4.7,6,43.62721,-79.5001599,"['702 The Queensway', 'Etobicoke, ON M8Y 1K9', 'Canada']"
7.0,Thai Delight Restaurant,Thai,3.3,3,43.6368205780101,-79.4984436035156,"['170 The Queensway', 'Etobicoke, ON M8Y 1J3', 'Canada']"
7.0,Latina Ristorante,Italian,4.0,1,43.6272697,-79.4994965,"['690 The Queensway', 'Etobicoke, ON M8Y 1K8', 'Canada']"
7.0,Tiramisu,Italian,4.0,1,43.6274455,-79.4976095,"['650 The Queensway', 'Toronto, ON M8Y 1K6', 'Canada']"
7.0,Pizza Pizza,Pizza,2.5,14,43.6266432,-79.5024054,"['742 The Queensway', 'Etobicoke, ON M8Y 2V2', 'Canada']"
7.0,Grace Deli,Delis,0.0,0,43.63816,-79.48902,"['150 Berry Road', 'Etobicoke, ON M8Y 1W3', 'Canada']"
7.0,Kontakt Cafe,Jazz & Blues,0.0,0,43.62644,-79.50132,"['715 The Queensway', 'Etobicoke, ON M8Y 1L2', 'Canada']"
7.0,Pizza Nova,Pizza,2.5,2,43.62623,-79.5023,"['731 The Queensway', 'Toronto, ON M8Y 1L4', 'Canada']"
7.0,Popeyes Louisiana Kitchen,Fast Food,2.8,12,43.6278819464987,-79.4893700038959,"['150 Park Lawn Road', 'Toronto, ON M8Y 3H8', 'Canada']"
7.0,Auguri Trattoria Italian Cuisine & Wood Burning Oven,Italian,0.0,0,43.6274844,-79.4980646,"['664 The Queensway', 'Etobicoke, ON M8Y 1K7', 'Canada']"
8.0,Positano Restaurant,Pizza,4.1,70,43.704721174576974,-79.38854151491981,"['633 Mount Pleasant Road', 'Toronto, ON M4S 2M9', 'Canada']"
8.0,Piano Piano,Italian,3.7,63,43.70449668034155,-79.38839040141026,"['623 Mt Pleasant Road', 'Toronto, ON M4S 2M9', 'Canada']"
8.0,Bar Batavia,Cocktail Bars,4.4,12,43.70159,-79.39697,"['2031 Yonge Street', '2nd floor', 'Toronto, ON M4S 2A2', 'Canada']"
8.0,Moru Katsu,Desserts,4.3,6,43.70711802963441,-79.39779229573651,"['RU3-6 Eglinton Avenue E', 'Toronto, ON M4P 1A6', 'Canada']"
8.0,Little Sister,Indonesian,3.7,231,43.7015676,-79.3970751,"['2031 Yonge Street', 'Toronto, ON M4S 1Z9', 'Canada']"
8.0,Tabule Restaurant,Middle Eastern,3.8,311,43.700983,-79.396863,"['2009 Yonge Street', 'Toronto, ON M4S 1Z8', 'Canada']"
8.0,Namul,Korean,4.5,4,43.70154769842776,-79.39702257514,"['2029 Yonge Street', 'Toronto, ON M4S 2A2', 'Canada']"
8.0,Oretta Midtown,Breakfast & Brunch,3.6,78,43.70383,-79.39718,"['2131 Yonge Street', 'Toronto, ON M4S 2A7', 'Canada']"
8.0,Hokkaido Ramen Santouka,Ramen,4.3,70,43.7021299,-79.39708,"['2057 Yonge St', 'Toronto, ON M4S 2A2', 'Canada']"
8.0,Domaine Mamo,French,4.3,13,43.7036,-79.38795,"['581 Mt Pleasant Road', 'Toronto, ON M4S 2M5', 'Canada']"
8.0,Pho Madame Saigon,Vietnamese,4.2,34,43.701275,-79.397454,"['2038 Yonge Street', 'Toronto, ON M4S 1Z9', 'Canada']"
8.0,Zezafoun Syrian Cuisine,Syrian,4.5,135,43.70267,-79.39712,"['4 Manor Road E', 'Toronto, ON M4S 1P8', 'Canada']"
8.0,Pai Northern Thai Kitchen,Thai,4.1,205,43.7086471,-79.3983188,"['2335 Yonge Street', 'Toronto, ON M4P 2E6', 'Canada']"
8.0,Zee Grill Seafood Restaurant & Oyster Bar,Seafood,3.9,52,43.70491,-79.38851,"['641 Mount Pleasant Road', 'Toronto, ON M4S 2M9', 'Canada']"
8.0,Wild Chicory,Canadian (New),4.1,7,43.7021702,-79.387448,"['525 Mount Pleasant Road', 'Toronto, ON M4S 2M4', 'Canada']"
8.0,Aafrien,Indian,4.7,32,43.70691,-79.39604,"['55 Eglinton Avenue E', 'Toronto, ON M4P 1G8', 'Canada']"
8.0,Maki Mart,Japanese,5.0,1,43.70314401904292,-79.39735910000002,"['2103 Yonge Street', 'Toronto, ON M4S 2A4', 'Canada']"
8.0,Shibui Eatery + Sushi Bar,Sushi Bars,4.2,21,43.70369,-79.38854,"['600 Mount Pleasant Road', 'Toronto, ON M4S 2M8', 'Canada']"
8.0,Khau Gully,Indian,4.0,121,43.70055,-79.39673,"['1991 Yonge Street', 'Toronto, ON M4S 1Z8', 'Canada']"
8.0,The Belsize Public House,Gastropubs,3.5,43,43.70268,-79.3875,"['535 Mt. Pleasant Road.', 'Toronto, ON M4S 2M5', 'Canada']"
8.0,MIA Brunch Bar,Breakfast & Brunch,4.0,40,43.7036,-79.39796,"['2140 Yonge Street', 'North York, ON M4S 2A8', 'Canada']"
8.0,Kappo Sato,Japanese,4.5,4,43.703517,-79.38786,"['575 Mt Pleasant Road', 'Toronto, ON M4S 2M5', 'Canada']"
8.0,Yukashi Japanese Cuisine,Japanese,4.6,54,43.7049499,-79.3884999,"['643A Mount Pleasant Road', 'Toronto, ON M4S 2M9', 'Canada']"
8.0,Juicy Dumpling,Dumplings,3.7,45,43.7037181,-79.3980153,"['2150 Yonge street', 'Toronto, ON M4S 2A8', 'Canada']"
8.0,Bread & Butter,German,3.6,58,43.7016,-79.38708,"['507 Mount Pleasant Rd', 'Toronto, ON M4S 2L9', 'Canada']"
8.0,Mariachi's Restaurant,Mexican,3.3,122,43.70214,-79.3976,"['2084 Yonge St', 'Toronto, ON M4S 2A3', 'Canada']"
8.0,Samba Brazil Eatery,Brazilian,4.7,3,43.70329,-79.39747,"['2109  Yonge St', 'Toronto, ON M4S 2A4', 'Canada']"
8.0,Diavola Pizza,Pizza,4.3,3,43.70109,-79.39676,"['3 Glebe Road E', 'Toronto, ON M4S 1N7', 'Canada']"
8.0,Dave's Hot Chicken,Chicken Shop,3.6,33,43.70189,-79.39763,"['2066 Yonge Street', 'Toronto, ON M4S 2A3', 'Canada']"
8.0,Kadak,Indian,4.4,8,43.702245,-79.397685,"['2088 Yonge St', 'Toronto, ON M4S 2A3', 'Canada']"
8.0,Flaming Stove,Middle Eastern,4.2,74,43.6982689,-79.3957672,"['21 Davisville Avenue', 'Toronto, ON M4S 1G3', 'Canada']"
8.0,Wolf Down,German,0.0,0,43.69895991504752,-79.39644020050764,"['1941 Yonge Street', 'Toronto, ON M4S 1Z3', 'Canada']"
8.0,Starving Artist,Waffles,3.0,56,43.7015350896881,-79.3872093554885,"['505 Mount Pleasant Road', 'Toronto, ON M4S', 'Canada']"
8.0,Istanbul Kebab House-Toronto,Kebab,4.8,5,43.707578889249675,-79.3957393,"['90 Eglinton Avenue E', 'Toronto, ON M4P 2Y3', 'Canada']"
8.0,Pinoy Spot,Filipino,4.0,1,43.708540692686114,-79.3989242,"['2352 Yonge Street', 'Toronto, ON M4P 2E6', 'Canada']"
8.0,Bolan Thai Cuisine,Thai,4.1,111,43.7064805631774,-79.3893363699317,"['709 Mount Pleasant Road', 'Toronto, ON M4S 2N4', 'Canada']"
8.0,Social Llama,Desserts,5.0,2,43.70326435466511,-79.3973425,"['2107 Yonge Street', 'Toronto, ON M4S 2A4', 'Canada']"
8.0,Forest Hill Farmhouse,Salad,4.8,4,43.70188,-79.39765,"['2 Lola Road', 'Toronto, ON M5P 1E4', 'Canada']"
8.0,Churrasco Villa,Portuguese,3.8,103,43.70859,-79.39055,"['254 Eglinton Ave E', 'Toronto, ON M4P 1K2', 'Canada']"
8.0,Florentia,Italian,3.7,40,43.70355,-79.38793,"['579 Mount Pleasant Road', 'Toronto, ON M4S 2M5', 'Canada']"
8.0,Mori,Japanese,3.4,46,43.7072,-79.39738,"['30 Eglinton Ave. E', 'Toronto, ON M4P 1A6', 'Canada']"
8.0,Cafe Plenty,Coffee & Tea,4.0,1,43.699802,-79.3966854,"['1967 Yonge Street', 'Toronto, ON M4S 1Z7', 'Canada']"
8.0,111 Ramyun,Noodles,4.3,6,43.7038043070217,-79.3980593,"['2156 Yonge Street', 'Toronto, ON M4S 2A8', 'Canada']"
8.0,Tavolino,Italian,3.3,36,43.70422,-79.38819,"['619 Mount Pleasant Road', 'Toronto, ON M4S 2M5', 'Canada']"
8.0,Instant du Palais,African,4.4,7,43.703095,-79.387758,"['557 Mount Pleasant Road', 'Toronto, ON M4S 2M5', 'Canada']"
8.0,Thai Spicy House,Thai,3.4,82,43.7019747414369,-79.3873448972961,"['517 Mount Pleasant Road', 'Toronto, ON M4S 2M4', 'Canada']"
8.0,Pizza Shab,Pizza,4.7,3,43.69991,-79.39716,"['1978 Yonge Street', 'Toronto, ON M4S 1Z7', 'Canada']"
8.0,Playa Cabana Bar Esquina,Mexican,3.7,13,43.7072980629214,-79.39786814153194,"['8 Eglinton Avenue E', 'E Place', 'Toronto, ON M4P 1A6', 'Canada']"
8.0,La Carnita,Mexican,2.7,200,43.7078738722485,-79.3939945882228,"['130 Eglinton Avenue E', 'Toronto, ON M4P 2X9', 'Canada']"
8.0,Echo Sushi,Sushi Bars,3.7,205,43.70127,-79.39749,"['2036 Yonge Street', 'Toronto, ON M4S 1Z9', 'Canada']"
9.0,Sisters & Co,Breakfast & Brunch,4.4,152,43.650951,-79.411703,"['887 Dundas Street W', 'Toronto, ON M6J 1V9', 'Canada']"
9.0,Rhum Corner,Caribbean,4.2,132,43.6508775,-79.4131316,"['926 Dundas Street W', 'Toronto, ON M6J 1W3', 'Canada']"
9.0,Archive,Wine Bars,4.1,43,43.65084,-79.41243,"['909 Dundas Street W', 'Toronto, ON M6J 1V9', 'Canada']"
9.0,Bar Vendetta,Italian,4.5,47,43.65098,-79.41324,"['928 Dundas Street W', 'Toronto, ON M6J 1W3', 'Canada']"
9.0,Oxtail Pho & Banh Mi,Vietnamese,3.8,73,43.6518894,-79.4089993,"['814 Dundas Street W', 'Toronto, ON M6J 1V3', 'Canada']"
9.0,Lunch Lady,Vietnamese,4.7,10,43.64630857502703,-79.41942746365261,"['93 Ossington Avenue', 'Toronto, ON M6J 2Z2', 'Canada']"
9.0,Lambo's Deli,Delis,4.1,68,43.65078,-79.41295,"['176 Bellwoods Avenue', 'Toronto, ON M6J 2P4', 'Canada']"
9.0,The Heartbreak Chef,Waffles,4.4,57,43.65153830562157,-79.40893756502972,"['823 Dundas Street W', 'Toronto, ON M6J 1V4', 'Canada']"
9.0,Danny’s Next Door,Italian,5.0,1,43.6549405,-79.4145685,"['613 College Street', 'Toronto, ON M6G 1B5', 'Canada']"
9.0,Northern Belle,Coffee & Tea,4.2,37,43.65081,-79.41258,"['913 Dundas Street W', 'Toronto, ON M6J 1W1', 'Canada']"
9.0,Chop Chop,Chinese,4.1,81,43.6519395,-79.40702,"['771 Dundas Street W', 'Toronto, ON M6J 1T9', 'Canada']"
9.0,Zitto Zitto Taverna,Italian,4.6,12,43.65513,-79.41356,"['593 College Street', 'Toronto, ON M6G 1B2', 'Canada']"
9.0,Midnight Market,Lounges,4.5,19,43.65673899952896,-79.4073457,"['434 College St', 'Toronto, ON M5T 1S9', 'Canada']"
9.0,La Palma,Italian,3.7,205,43.6512699,-79.41009,"['849 Dundas Street W', 'Toronto, ON M6J 1V6', 'Canada']"
9.0,Carolina,Pizza,4.2,19,43.65217,-79.40748,"['772 Dundas Street W', 'Toronto, ON M6J 1V1', 'Canada']"
9.0,Hot Pork,Sandwiches,4.8,5,43.65095980354244,-79.41343346015859,"['932 Dundas St W', 'Toronto, ON M6J 1W3', 'Canada']"
9.0,Stelvio,Italian,3.9,137,43.65168,-79.40769,"['791 Dundas Street W', 'Toronto, ON M6J 1V2', 'Canada']"
9.0,Now Acor,Restaurants,4.0,1,43.65096,-79.41333,"['932 Dundas Street W', 'Toronto, ON M6J 1W3', 'Canada']"
9.0,The Bullger Burger & Steak,Steakhouses,4.3,3,43.65124335318977,-79.41063143312931,"['869 Dundas Street W', 'Toronto, ON M6J 1V6', 'Canada']"
9.0,The Fourth Man In The Fire,Pizza,3.8,72,43.65176,-79.40951,"['832 Dundas Street W', 'Toronto, ON M6J 1V3', 'Canada']"
9.0,Liu Loqum Atelier,Desserts,4.7,19,43.6555,-79.41105,"['533 College Street', 'Toronto, ON M6G 1A8', 'Canada']"
9.0,Smoque N' Bones,Barbeque,3.8,438,43.6457027819391,-79.4107432752393,"['869 Queen Street W', 'Toronto, ON M6J 1G4', 'Canada']"
9.0,Casa Paco,Spanish,4.3,7,43.65549253750237,-79.41410619999999,"['50 C Clinton Street', 'Toronto, ON M6G 2Y3', 'Canada']"
9.0,Kalyug Cocktail Bar,Indian,3.0,2,43.650962,-79.411686,"['885 Dundas Street W', 'Toronto, ON M6J 1V9', 'Canada']"
9.0,California Sandwiches,Sandwiches,4.2,182,43.65253,-79.41239,"['244 Claremont Street', 'Toronto, ON M6J 2N2', 'Canada']"
9.0,Tokyo Hot Fried Chicken,Chicken Wings,4.1,54,43.655201668238774,-79.41637633067134,"['656 College Street', 'Toronto, ON M6G 1B8', 'Canada']"
9.0,Kiss My Pans,Cheese Shops,4.5,35,43.6550219,-79.4182924,"['713 College Street,', 'Toronto, ON M6G 1C2', 'Canada']"
9.0,Reverie at The Park,Cocktail Bars,4.4,39,43.655164300000045,-79.4127852411055,"['569 College Street', 'Toronto, ON M6G 1B2', 'Canada']"
9.0,NL Ginzburg,Fast Food,5.0,1,43.655819256326694,-79.41183272749186,"['548 College Street', 'Toronto, ON M6G 1B1', 'Canada']"
9.0,Matcha Haus,Cafes,4.4,10,43.65152838217677,-79.40585806881037,"['324 Bathurst Street', 'Toronto, ON M5T 2S3', 'Canada']"
9.0,T.O. Dickens Restaurant,Breakfast & Brunch,4.5,13,43.656801,-79.403267,"['276 Augusta Ave', 'Toronto, ON M5T 2L9', 'Canada']"
9.0,Taverniti,Italian,4.0,183,43.65511,-79.41348,"['591 College Street', 'Toronto, ON M6G 1B2', 'Canada']"
9.0,Bar Raval,Spanish,4.0,344,43.6558432,-79.4099433,"['505 College Street', 'Toronto, ON M6G 2J3', 'Canada']"
9.0,Old School,Breakfast & Brunch,3.3,418,43.6519218754076,-79.4083632901311,"['800 Dundas Street W', 'Toronto, ON M6J 1V1', 'Canada']"
9.0,Thairoom College,Thai,4.5,14,43.6550569,-79.4185608,"['719 College Street', 'Toronto, ON M6G 1C2', 'Canada']"
9.0,Season Six,Salad,4.3,16,43.6485228,-79.4206662,"['188 Ossington Avenue', 'Toronto, ON M6J 2Z7', 'Canada']"
9.0,The Monarch Tavern,Pubs,4.0,55,43.65405484796578,-79.41356147754344,"['12 Clinton Street', 'Toronto, ON M6J 2N8', 'Canada']"
9.0,Heavenly Perogy,Ukrainian,4.8,18,43.65383569877723,-79.4070417,"['400 Bathurst Street', 'Toronto, ON M5T 2S6', 'Canada']"
9.0,Garden Express,Asian Fusion,5.0,1,43.64734666208141,-79.4047901,"['604 Queen Street W', 'Toronto, ON M6J 1E3', 'Canada']"
9.0,Ramen Isshin,Ramen,4.4,875,43.65634,-79.40689,"['421 College Street', 'Toronto, ON M5T 1T1', 'Canada']"
9.0,Hawker,Vegan,4.7,54,43.6563172,-79.4025011,"['291 Augusta Avenue', 'Toronto, ON M5T 2M2', 'Canada']"
9.0,Idk Social Bar,Cocktail Bars,5.0,2,43.648123189337035,-79.4204246404928,"['172 Ossington Avenue', 'Toronto, ON M6J 2Z7', 'Canada']"
9.0,Atelier Pasta,Italian,4.3,7,43.646801,-79.403581,"['167 Bathurst Street', 'Toronto, ON M5V 2V3', 'Canada']"
9.0,Patois Toronto,Chinese,3.7,388,43.65202,-79.40816,"['794 Dundas Street W', 'Toronto, ON M6J 1V1', 'Canada']"
9.0,JunePlum by Patois,Restaurants,4.5,6,43.6520565,-79.408284,"['796 Dundas Street W', 'Toronto, ON M6J 1V1', 'Canada']"
9.0,Le Swan,French,4.4,74,43.6452699,-79.4149,"['892 Queen St W', 'Toronto, ON M6J 1G3', 'Canada']"
9.0,DaiLo,Chinese,4.2,354,43.65574,-79.4098,"['503 College Street', 'Toronto, ON M6G 1A5', 'Canada']"
9.0,Moments Cafe,Cafes,5.0,8,43.6511387,-79.41228819999999,"['904 Dundas Street W', 'Toronto, ON M6J 1W1', 'Canada']"
9.0,Soos,Malaysian,4.0,192,43.6462593,-79.4197464,"['94 Ossington Avenue', 'Toronto, ON M6J 2Y7', 'Canada']"
9.0,Karahi Boys,Pakistani,4.3,64,43.64635131349145,-79.4069366902113,"['741 Queen Street W', 'Toronto, ON M6J 1G1', 'Canada']"
