name,latitude,longitude,free_bikes,empty_slots
Regal Rd / Dufferin St,43.673939,-79.441159,1,14
Empress Ave / Yonge St,43.769395456625546,-79.41266521769707,1,15
Logan Ave / Gerrard St E,43.6672144,-79.3452697,15,7
Leslie St / Commissioners St  ,43.657275497390124,-79.32661544194183,16,3
Dundas St E / Regent Park Blvd,43.660207,-79.361275,24,0
Eglinton Ave E / Redpath Ave,43.7078691,-79.39248,4,23
Bloor St W / Christie St,43.6638889,-79.41888888888889,1,16
Sherbourne St N / Elm Ave,43.6752732,-79.3778458,6,16
Woodbine Ave / O'Connor Dr,43.699281,-79.318802,3,16
Danforth Ave / Lamb Ave,43.681991,-79.329455,7,8
Danforth Rd / Savarin St,43.74307247062562,-79.24531812219966,1,12
Shaw St / Essex St - SMART,43.667076,-79.425116,1,14
The Well,43.643025055165865,-79.39430137761319,4,5
Elwood Blvd / Avenue Rd,43.707049,-79.40966,0,23
Cherry St / Lake Shore Blvd E,43.64827015761016,-79.35651733677065,2,12
21 Pleasant Blvd (1),43.687211810315254,-79.39269591804246,5,6
Eglinton Ave E / Brentcliffe Rd,43.714305793017544,-79.36089045040129,5,9
Cedar Dr / Eglinton Ave E,43.744208202155754,-79.21564636613158,0,10
Keele St / Dovehouse Ave - SMART,43.7494501,-79.4869662,14,2
Barton Ave / Howland Ave - SMART,43.66842,-79.410585,3,24
75 Thorncliffe Park Dr,43.70518328279426,-79.34224729962946,1,8
YZD,43.7368015,-79.4687878,10,9
Elizabeth St / Elm St,43.6570908165693,-79.38593668834272,3,19
Second St / Lake Shore Blvd W,43.60191488118503,-79.49941888654288,13,0
Queen St E / Rushbrooke Ave,43.6626628,-79.3323698,7,8
Fairview Mall Dr / Fairview Mall Dr E,43.77967215439899,-79.3429500491085,2,16
Gerrard St E / Malvern Ave - SMART,43.685221,-79.294766,4,16
Danforth Ave / Barrington Ave,43.688325,-79.300463,0,14
Scarborough Soccer Centre,43.7154661,-79.2876595,5,14
Sherbourne St / Carlton St (Allan Gardens),43.663102,-79.373181,11,4
Fairglen Cres / Weston Rd,43.70876747477083,-79.53445192394257,0,11
Yonge St / Aylmer Ave,43.675492,-79.388858,1,21
Beltline Trail / Yonge St,43.6962302,-79.39504339999999,3,20
University Ave / Richmond St W,43.64981903446256,-79.38641270251617,2,8
Bloor St W / Old Mill Trl,43.65016869999999,-79.4963345,3,16
Fairmount Park,43.6765897,-79.3163022,19,0
Victoria Park Ave / Edge Park Ave,43.717678679534906,-79.29961580314475,6,11
Noble St / Queen St W,43.64226917409186,-79.42920979115014,14,1
Markham Rd / The Meadoway ,43.77121894873629,-79.22956526983644,0,19
Central Tech  (Harbord St),43.661975,-79.407896,8,1
Victoria Park Ave / Dawes Rd,43.706466,-79.29511,0,17
Thompson St / Broadview Ave - SMART,43.659471,-79.350325,11,11
Birchmount Rd / The Meadoway,43.73893212110537,-79.28118032582971,4,11
Markham Rd / Cougar Crt,43.744988965771036,-79.21944366329879,1,10
St. George St / Bloor St W,43.66713121831853,-79.3995550638237,2,16
College St / Markham St,43.6563888888889,-79.4091666666667,4,10
Queen's Park Cres E / Grosvenor St - SMART,43.661803,-79.389682,0,14
Ling Rd / Morningside Ave,43.766663817888656,-79.18521765344238,14,2
Yonge St / Yorkville Ave,43.671944,-79.387778,6,8
1 Market St,43.6469928,-79.3706665,14,0
Spadina Ave / Dundas St W - SMART,43.652352301216055,-79.39801617693556,2,9
Davenport Rd / McAlpine St - SMART,43.673768,-79.391253,2,10
Midland Ave / Kingston Rd,43.7128578,-79.2487086,11,7
Weston Rd / Gaydon Ave,43.720581848570575,-79.53729089399313,0,11
Firvalley Ct / Warden Ave,43.7032112,-79.2787149,1,17
OCAD University,43.65231552304792,-79.39091185000235,16,4
Galbraith Rd / King's College Rd,43.6603874468082,-79.39537831814152,0,15
Christie St / Benson Ave (Wychwood Barns),43.68,-79.42500000000001,3,16
Portland St / Wellington St W,43.64290167152932,-79.39937033134326,11,4
697 Lansdowne Ave ,43.659221843735615,-79.44277410244676,18,0
University Ave / Pearl St ,43.64836809385241,-79.3853510232788,0,19
Annette St / Dundas St W,43.6641174,-79.4588522,3,11
Mutual St / Shuter St,43.654919677554936,-79.374960865926,19,2
Parkcrest Dr / Kingston Rd,43.73596719224253,-79.21995221481933,2,13
Macpherson Ave / Spadina Rd,43.675791,-79.40698,3,10
Lawrence Ave E / Don Mills Trail,43.73458185912293,-79.35485399272919,3,13
Albion Rd/ Arcot Blvd,43.727621709316395,-79.55254902939286,1,14
Richmond St E / Yonge St,43.651838,-79.378743,2,13
Birchcliff Ave / Kingston Rd,43.691688,-79.265027,11,2
Randolph Ave / Perth Ave,43.6585504,-79.4497659,1,18
Bathurst St / Fort York Blvd,43.639179,-79.399595,17,1
Jane St / Bloor St W (Jane Subway Station),43.64976,-79.48477,12,3
Dundas St E / Boulton Ave - SMART,43.663148,-79.347938,11,4
Amos Waites Park,43.613606,-79.4883535,26,0
King St E / River St,43.656784782853144,-79.35627385059036,14,0
Lansdowne Subway Station,43.65922918158098,-79.44320901022282,2,20
Twelfth St / Thirteenth St,43.6002896,-79.5108692,21,0
Oak St / Sumach St,43.6617908,-79.361515,24,1
Berkeley St / Dundas St E - SMART,43.658816,-79.367318,20,16
Bathurst Subway Station,43.6666667,-79.41166666666668,8,14
King St W / Fraser Ave,43.6394444,-79.42527777777778,11,3
Dundas St W / St Helen's Ave - SMART,43.6504218,-79.4407647,3,22
Kingston Rd / Warden Ave,43.68824135931814,-79.27046628033244,3,11
Cruickshank Park,43.7023860650084,-79.52594758324148,0,11
York Mills Rd / Lesmill Rd,43.7549215557014,-79.35174838465576,12,1
Dufferin St / Bloor St W,43.66083333333333,-79.43583333333333,4,17
Pioneer Village Subway Station,43.77649016265579,-79.5085364909097,9,1
Yonge St / Dundonald St ,43.66596010067729,-79.38461360978698,1,25
Church St / Alexander St,43.663722,-79.380288,1,32
Riverdale Park South (Broadview Ave),43.667819,-79.35347,2,12
552 Birchmount Rd,43.71176278859601,-79.27028152889692,1,14
Shaughnessy Blvd / Sheppard Ave E,43.77351462694018,-79.35306224113921,11,2
Jane St / Finch Ave W,43.759292283169536,-79.5183741465576,9,6
King St W / Wilson Park Blvd,43.6372958,-79.4423237,3,15
Beltline Trail / Chaplin Cres,43.704461,-79.423122,3,12
Howard St / Sherbourne St,43.6712581,-79.376367,22,7
Benshire Dr / The Meadoway,43.76174092019504,-79.24473961415558,1,10
St Clarens Ave / College St,43.651238,-79.43868,6,7
11 Spadina Rd,43.6677246,-79.4041365,3,12
Brookdale Ave / Yonge St,43.72991999271573,-79.40372719797139,3,11
Victoria Park Ave / Kingston Rd,43.68035,-79.28357,2,12
Palmerston Ave / Dundas St W,43.651603,-79.408346,5,15
Old Cummer GO Station,43.79442338280241,-79.36925879507179,11,9
Strachan Ave / East Liberty St - SMART,43.63906470236988,-79.41080996164456,17,4
Tommy Thompson Park (Leslie Street Spit),43.65222662225532,-79.32295440954084,15,14
Eglinton Ave E / Mason Rd ,43.742037440522616,-79.22488680080262,0,11
Grenville St / Yonge St ,43.662029346625715,-79.38360958402289,6,8
Livingston Rd / Guildwood Pkwy,43.747854,-79.199327,0,19
Polson Pier,43.641675,-79.354006,1,20
Cherry Beach,43.637764,-79.345359,1,47
Little Norway Park,43.635023,-79.399505,9,11
Heyworth Cres / Kingston Rd,43.6750806,-79.3068697,13,6
Hillsdale Ave W / Yonge St,43.7029672,-79.3979073,0,15
Christie St / Dupont St,43.67168,-79.421192,4,15
Victoria Park Subway Station - SMART,43.695101521988285,-79.28970303201599,2,10
Opposite 1103 Leslie St,43.72093164598881,-79.34989416350709,13,3
Elm St/ University Ave (East Side),43.65637299999999,-79.38781039999999,3,13
Queen St. E / Eastern Ave,43.667208,-79.312315,3,10
75 Tandridge Cres,43.729578273586064,-79.54699793872719,4,11
McRae Dr / Laird Dr - SMART,43.70979296822595,-79.36389214460489,13,11
Gerrard St E / Broadview Ave  - SMART,43.665656,-79.352055,13,3
Yonge St / Bloor St,43.669969,-79.386532,1,18
King St W / York St (2),43.647968822765,-79.38316961352653,0,18
Lisgar St / Dundas St W - SMART,43.6493472,-79.42668,3,4
College St / Henry St ,43.6591529,-79.3947953,2,12
Sherbourne St / Isabella St,43.669576,-79.375961,11,6
Front St E / Cooperage St,43.65296378015573,-79.35711048354281,10,0
Yonge St / Alexander St - SMART,43.662862,-79.383572,0,17
Fort York Blvd / Grand Magazine St,43.63758782904466,-79.40314232209015,13,2
Bathurst St / Sheppard Ave W,43.7551762288098,-79.43812182651081,1,12
Kennedy Rd/Ranstone Gdns (Jack Goodlad Park),43.74190570940633,-79.27181887640458,2,13
Dundas St W / Prince Edward Dr N,43.660324268765464,-79.51154350422973,1,16
Royal York Rd / Lake Shore Blvd W,43.6029904,-79.4926867,16,1
Armoury St / Chestnut St,43.65351799690878,-79.38591063795928,9,3
Humberside Grounds - SMART,43.65917,-79.46997,0,19
Lower Sherbourne St / The Esplanade,43.648655,-79.367061,23,0
Symes Rd / Glen Scarlett Rd - SMART,43.673391524931525,-79.47798367814572,0,16
Bloor St W / Riverside Dr,43.647663,-79.487583,3,19
Goodwood Park Crt / Dentonia Park,43.694826,-79.295208,1,18
Dundas St W / Crawford St,43.649722,-79.416944,23,21
Amroth Ave / Danforth Ave,43.6856128,-79.31168269999999,13,6
Homewood Ave / Wellesley St E - SMART,43.666978011780685,-79.37594518686855,8,3
Downsview Park Subway Station - SMART,43.753107,-79.479626,2,18
Strachan Ave / Princes' Blvd,43.635,-79.4088888888889,1,15
Alameda Ave / Vaughan Rd - SMART,43.690903,-79.4375028,0,16
Sheppard Ave E / Leslie St,43.77114830031903,-79.36381166455688,13,5
Merton St / Mount Pleasant Rd,43.697819,-79.38786,0,23
King St W / Tecumseth St,43.64333333333333,-79.40555555555557,15,2
Simcoe St / King St W,43.647508351306186,-79.38604436555764,0,13
Mill St / Parliament St,43.650256,-79.36163,14,1
Queen St E / Rhodes Ave,43.666224,-79.317693,14,8
High Park Blvd / Parkside Dr,43.64456431942226,-79.45737058972283,13,1
Gerrard Square Mall (1010 Gerrard St E),43.668553,-79.338673,21,1
Jane St / Haney Ave,43.6743457123134,-79.4948437786083,1,17
Talbot Rd / Finch Hydro Corridor,43.78225298110634,-79.42367062831116,3,11
Davenport Rd / Christie St,43.675278,-79.423889,3,24
York St / Queen St W (City Hall),43.65160619179464,-79.38404693334348,3,20
St. George St / Hoskin Ave,43.6637403,-79.39806449999999,0,12
Felstead Ave/Gillard Ave (Monarch Park),43.6791345,-79.3263159,11,16
Lumsden Ave / Cedarvale Ave,43.693187,-79.314283,6,5
Jarvis St / Maitland Pl,43.6647688,-79.3772602,13,2
Livingston Rd (Highland Creek Trail),43.7561681,-79.2026694,0,18
Hawksbury Dr / Sheppard Ave E ,43.76816239444779,-79.38312075158996,5,5
College Park - Yonge St Entrance,43.65988,-79.38279,3,21
Maida Vale Park,43.73310396818645,-79.27702819926358,5,6
Birchmount Rd / Kingston Rd,43.69401297794256,-79.26257204548136,7,7
Richmond St W / Bathurst St,43.64666748425228,-79.40299591349182,11,3
Kingston Rd / Ridgemoor Ave,43.70643614257429,-79.25104443353288,1,12
Shaw St / College St,43.6551193,-79.4201454,7,4
Mabelle Park,43.645389479325615,-79.5276822170925,1,14
Lake Shore Blvd W / Seventeenth St,43.59841926031898,-79.51561102394257,10,0
111 Broadview Ave,43.6593483,-79.34993659999999,11,4
Colonel Danforth Park,43.7777114,-79.1659711,10,8
Ionview Rd / Eglinton Ave E,43.73170279350989,-79.27149201786922,6,5
Spadina Ave / Adelaide St W,43.6472019,-79.3953394,4,8
Joseph J Piccininni Community Centre,43.675648,-79.4527619,2,17
Exhibition GO (Atlantic Ave),43.637695491830144,-79.42023184193503,0,15
Rockcliffe Blvd / Alliance Ave,43.67651939727437,-79.48942027086547,0,8
Broadview Ave / Westwood Ave,43.6848652,-79.356602,19,4
Western Battery Rd / Pirandello St,43.640075,-79.414156,10,20
Ward's Island Ferry Dock,43.62946009688497,-79.35615465421839,9,15
Gibraltar Point Beach,43.613194,-79.387683,0,34
Gordonridge Pl / Danforth Rd,43.72729077290258,-79.25237907196654,1,14
Bathurst St / Front St W,43.64134790000001,-79.4013882,29,2
Queen St E / Nursewood Rd,43.673831,-79.281455,15,3
Kingston Rd / Markham Rd,43.73878438927323,-79.21746485700835,1,14
Danforth Ave / Gough Ave,43.678401,-79.346289,13,11
E.T. Seton Park (Eglinton Ave E / Leslie St),43.715951,-79.351246,13,12
Brimley Rd / McCowan District Park,43.72704086366749,-79.24391402446746,8,10
36 Park Lawn Rd,43.62369169999999,-79.4838132,3,9
Bridlewood Park,43.783271135570466,-79.31732800144945,1,9
Simcoe St / Wellington St W North,43.6462176,-79.3855048,5,8
Humber Bay Shores Park East,43.6308933,-79.4722622,21,1
Ridge Rd / Wilson Ave ,43.723786959308256,-79.49416269814759,3,16
2300 Lakeshore Blvd W,43.61868,-79.48674,12,0
Wellesley St E / Jarvis St,43.6662047,-79.37901219999999,1,21
Howard Park Ave / Parkside Dr,43.648657,-79.458111,4,10
Ramsden Park,43.676184561302776,-79.38962496400146,2,13
Sackville St / Eastern Ave - SMART,43.653809,-79.3595,12,0
Willingdon Blvd / Bloor St W (Green P),43.64817,-79.510392,2,11
Niagara St / Richmond St W,43.64534,-79.409597,17,23
Simcoe St / Pullan Pl,43.65105290412541,-79.38764943227872,1,41
Dalton Rd / Bloor St W,43.6662942,-79.4066433,3,10
Bond Ave / Don Mills Trail,43.74475834253035,-79.35348069940567,7,12
Grenoble Dr / Gateway Blvd,43.71513211098082,-79.33413623320465,10,4
King St E / Victoria St,43.6495789,-79.3762096,7,11
Kendal Ave / Bernard Ave,43.671513,-79.408317,13,1
Oak St / Sackville St,43.6613642,-79.3641171,18,0
Hanna Ave / Liberty St,43.638608601636705,-79.41965437361068,3,25
Kendal Ave / Spadina Rd,43.670318,-79.405181,2,7
McGill St / Church St,43.660694,-79.379052,17,1
Lynn Williams St / Pirandello St ,43.639124514797004,-79.41423166721611,11,4
Coronation Park (Martin Goodman Trail),43.635007,-79.403341,2,15
Waterfront Trail (Rouge Hill),43.778015,-79.131911,5,6
Summerhill Subway Station,43.68201189061227,-79.39130701852416,2,8
Walter Saunders Park,43.699327072589426,-79.4493630391668,4,8
Broadview Subway Station,43.6772,-79.35858,10,4
Beaty Ave / Queen St W,43.6393107,-79.4408141,15,3
Gilder Dr / Midland Ave,43.7365986,-79.2578451,7,8
East Lynn Ave / Danforth Ave,43.6850809,-79.3149901,3,11
Humber Bay Shores Park / Marine Parade Dr,43.626265,-79.476723,25,36
Wilket Creek Park,43.720645,-79.355474,10,16
Balliol St / Yonge St - SMART,43.6978701,-79.39419,5,30
Cherry St / Distillery Ln,43.650279,-79.356832,11,2
Ellis Ave / The Queensway,43.63855,-79.46693,13,1
Ulster St / Bathurst St,43.66,-79.4088888888889,8,0
Hayter St / La Plante Ave,43.6591666666667,-79.3855555555556,3,19
Lisgar St / Queen St W - SMART,43.64299174164139,-79.42355911563249,16,1
King's Mill Park,43.64920406876699,-79.49336334201408,4,23
Richmond St E / Jarvis St Green P,43.652634,-79.374222,8,8
Scrivener Sq / Yonge St,43.680566503025645,-79.3908297264401,3,12
Rogers Rd / Bicknell Ave,43.68189526215492,-79.4736382392868,2,21
Soudan Ave / Yonge St ,43.70430959999999,-79.3972815,8,10
Ferrand Dr / Rochefort Dr,43.719632535237835,-79.33199950866776,5,13
Yonge St / Orchard View Blvd,43.7083577,-79.39886200000001,18,15
East Liberty St / Western Battery Rd,43.6392777,-79.4115736,18,0
Yonge St / North York Blvd,43.76726589934926,-79.41263489814757,3,20
Lake Shore Blvd W / Thirty Ninth Street,43.5927419,-79.54033009999999,6,13
Euclid Ave / Bloor St W,43.664467,-79.414783,7,11
Dundas St E / Parliament St,43.659575,-79.365769,12,1
Lisgar Park,43.6423847,-79.4240277,23,11
Lake Shore Blvd W / Long Branch Ave,43.59445833196281,-79.53387390859834,3,8
Lillian St / Soudan Ave - SMART,43.70607287248461,-79.39356161653288,2,29
Cosburn Ave / Donlands Ave,43.690537,-79.341307,12,6
Luttrell Ave / Danforth Ave,43.6897656,-79.2939525,0,15
Jane St / Queens Dr,43.70673804962302,-79.50477543802873,0,13
Bloor St W / High Park Ave (High Park),43.6535269,-79.4650569,3,18
Scarlett Rd / Eileen Ave,43.668510906505354,-79.5007648392868,4,10
Front St E / Scott St,43.6476616,-79.37549,8,2
Queen St W / Dovercourt Rd,43.6438602,-79.4227573,4,5
Warden Ave / The Meadoway,43.735547813563755,-79.2905190837737,9,0
Lake Shore Blvd W / Ellis Ave,43.635932,-79.465083,11,7
Dundas St W / St. Patrick St,43.6545174,-79.3895315,13,4
Yonge St / Golfdale Rd,43.732016,-79.403637,1,14
Ossington Ave / Harrison St,43.651111111111106,-79.4213888888889,8,9
35 Erindale Ave,43.67729,-79.35741,17,4
Adelaide St W / Strachan Ave,43.643253094827294,-79.41230469904167,11,4
Duncan Mill Rd / Valleybrook Dr,43.76167125342455,-79.35258302698364,2,13
The Kingsway / Ashley Rd,43.66279594478841,-79.51959827976225,2,11
Northern Dancer Blvd / Lake Shore Blvd E,43.663162,-79.309765,17,7
Weston Rd / St. Clair Ave W,43.673019,-79.467994,2,15
Albany Ave / Dupont St,43.67348899977229,-79.41339520555726,2,12
Concord Ave / Dewson St,43.656945,-79.424911,14,3
Dufferin St / Finch Corridor Trail,43.7724019,-79.4675395,2,16
1525 Dundas St W,43.64957,-79.432446,3,11
Princess St / Front St E,43.650297574961044,-79.36648460341635,9,0
Pharmacy Ave / Danforth Ave,43.6929478,-79.28339980000001,1,14
Scarborough Village Park,43.74715113437855,-79.21450235913849,0,11
Scott St / The Esplanade,43.64659663170443,-79.37530913867988,9,6
St. Clair Ave W / Gunns Rd,43.672079,-79.470171,0,22
Sorauren Ave / Geoffrey St - SMART,43.649172,-79.4445087,4,10
Downsview Park Blvd / Keele St  - SMART,43.73673829262113,-79.48227195568086,13,6
Winona Dr / Davenport Rd,43.674923,-79.430465,2,8
Bloor St W / Manning Ave - SMART,43.663912,-79.416124,4,37
Gerrard St E / Victoria Park Ave - SMART,43.686962,-79.286864,2,14
Toronto Inukshuk Park,43.6323994,-79.40978179999999,0,42
Finch Ave E / Midland Ave,43.80356565011367,-79.28669605472409,1,14
Mount Pleasant Rd / Davisville Ave - SMART,43.70088225686968,-79.38736016665911,2,12
Finch Subway Station ,43.781877158752955,-79.41528502874928,3,16
Wilson Ave / Transit Rd (TTC Subway Station),43.733458993753736,-79.45338806896149,9,14
Maxome Ave / Finch Hydro Corridor,43.78611619378111,-79.40039054088744,1,18
Willcocks St / St. George St,43.662085,-79.397735,4,11
Queens Quay E / Lower Sherbourne St,43.645215,-79.364898,21,3
Bridgman Ave / Kendal Ave,43.675556,-79.410278,1,14
Langford Ave / Danforth Ave - SMART,43.6800218,-79.3405681,25,7
St. George St / Willcocks St,43.662452744495575,-79.3978384219513,14,20
Prudential Dr / Midland Ave,43.74956621257908,-79.26572190926208,0,14
Eglinton Ave W / Ennerdale Rd,43.695032348609836,-79.45302971031188,0,14
Wallace Ave / Pauline Ave,43.6632257,-79.4397052,5,11
Lonsdale Rd / Spadina Rd,43.688526,-79.412903,2,8
Parkway Forest Dr / Forest Manor Rd (North),43.77470557954765,-79.34275329457512,5,12
Concord Ave / Bloor St W (South),43.661473871590324,-79.4267678838427,0,9
Roncesvalles Ave / Fermanagh Ave,43.646314469245205,-79.44879407014527,15,2
Warden Subway Station,43.71161098023304,-79.28055565662231,1,17
Riverdale Park North (Broadview Ave),43.671172,-79.354704,9,5
803 Richmond St W,43.644381896942434,-79.4108533793123,4,0
Queen St E / Berkeley St,43.6552778,-79.36583333333333,12,1
Queen St. E / Spruce Hill Rd.,43.672571,-79.289,5,10
Gerrard St E / Main St,43.684261,-79.299332,0,22
Bay St / Queens Quay W (Ferry Terminal),43.640978,-79.376785,18,14
Wellesley Station Green P,43.66496415990742,-79.38355031526893,1,19
Baldwin St / Spadina Ave - SMART,43.654905,-79.398448,16,0
Tyndall Ave / King St W - SMART,43.638426,-79.429142,11,5
Front St W / Blue Jays Way,43.643473,-79.390477,3,10
Gerrard St E / River St,43.663993,-79.358534,7,2
King St E / Jarvis St,43.650325,-79.372287,17,4
Bay St / Harbour St ,43.64215,-79.377,22,0
Thompson St / Carroll St,43.65907064983235,-79.35240134225845,11,7
Hillsdale Ave E / Mount Pleasant Rd,43.70512126615395,-79.3890271081274,3,12
Bloor St W / Kingsmill Rd,43.64927890131737,-79.50312995581972,0,10
Don Mills Rd / Fairview Mall Dr,43.77888550790407,-79.34837169762268,5,9
Berkeley St / Adelaide St E - SMART,43.653359,-79.365023,12,0
Front St W / University Ave (1),43.6451635,-79.3831757,12,6
Danforth Rd / Birchmount Rd ,43.70688,-79.26850999999999,1,14
Dunn Ave / Queen St W,43.639522754211804,-79.43395976815727,10,4
Braemar Ave / Eglinton Ave W,43.7041957,-79.4094472,1,14
John St  / Mercer St - SMART,43.6461,-79.3895,0,9
800 Fleet St (North),43.63682856154585,-79.40884160367011,26,1
Village Green Square,43.77826306735535,-79.28174956176564,1,13
25 York St – Union Station South,43.643667,-79.380414,9,2
Lawrence Ave W / Marlee Ave,43.715552692740914,-79.4461544565374,0,14
Nelson St / Duncan St,43.648711,-79.389728,21,7
Finch Ave W / Bathurst St,43.77356135731388,-79.44404830910908,5,13
Essex St / Christie St,43.6686111,-79.42027777777778,13,6
Lawrence Ave W / Bathurst St,43.71901032217961,-79.43009089116728,1,10
Eastwood Rd / Woodbine Ave - SMART,43.676216,-79.309395,6,9
G Ross Lord Park,43.7781116,-79.467963,0,19
Briar Hill Ave / Yonge St - SMART,43.713524,-79.400162,3,12
D'Arcy St / McCaul St - SMART,43.655227,-79.39201,9,4
Crawford St / Queen St W,43.645665,-79.415345,6,11
Queen St W / Ossington Ave,43.643975,-79.419576,16,26
Albany Ave / Bloor St W,43.66554144421798,-79.41010317605742,4,10
Bloor St W / Shaw St - SMART,43.662403,-79.423098,1,31
York St / Wellington St W (2),43.647043061824,-79.38314120681535,0,26
Lumsden Ave / Eastdale Ave,43.69413548199171,-79.30058718775287,5,15
Huntingwood Dr / Midland Ave,43.79684976584188,-79.28434245942852,4,4
Parliament St / Aberdeen Ave,43.665278,-79.368333,5,9
Driftwood Ave / Finch Corridor Trail,43.7603624,-79.5162777,5,14
Keele St / Annette St,43.66402,-79.46418,3,10
Lower Spadina Ave / Lake Shore Blvd W,43.638497,-79.39192,15,0
Temperance St / Bay St,43.6506,-79.381285,9,12
St. Clair Ave W / Robina Ave,43.68005,-79.43469,1,14
Colgate Ave / Carlaw Ave,43.6623658,-79.3413344,8,10
Park Lawn Rd / Berry Rd,43.63605238134247,-79.49325238769686,7,5
Lake Shore Blvd E / Leslie St,43.659195,-79.329196,15,4
51 Parliament St,43.652169,-79.362841,11,7
Emmett Ave,43.68735514096443,-79.50623313806341,2,16
York St / Harbour St (Love Park),43.64101663053319,-79.38035903750381,1,12
Bloor St W / Dundas St W,43.6563889,-79.45166666666667,1,14
Humber River Hospital ,43.72537884183677,-79.48719674218903,4,10
60 Carl Hall Rd - SMART,43.74796393423666,-79.47521217354125,7,13
Bay St / St. Joseph St,43.665527,-79.387499,2,12
Yonge St / Dundas Sq,43.655766,-79.3802,2,26
Bay St / College St (West Side) - SMART,43.660087,-79.385655,0,16
Amelia St / Sumach St,43.66852,-79.363525,4,2
Bond St / Queen St E,43.653236,-79.376716,14,20
Church St / Dundas St E - SMART,43.657024,-79.377257,19,1
Arlington Parkette,43.69105005197055,-79.43281746494293,0,15
Mortimer Ave / Carlaw Ave SMART,43.685167,-79.34962,10,2
Kingston Rd / Beech Ave,43.680095,-79.291714,5,8
Saulter St / Queen St E - SMART,43.65897697159562,-79.34715316627046,11,5
Rusholme Park Cres / College St,43.65277778,-79.42972222,2,11
Boston Ave / Queen St E- SMART,43.661601650964336,-79.33894582857273,7,4
Augusta Ave / Dundas St W,43.652473,-79.401456,3,9
Hocken Ave / Vaughan Rd,43.6817346,-79.4184725,1,17
12 Harbour St,43.6425636,-79.3762,11,3
York Recreation Centre,43.688153079245126,-79.48219789940566,2,20
Tobermory Dr / Finch Corridor Trail,43.7611741,-79.5114452,3,16
20 Charles St E,43.6691099,-79.38551,11,5
Priscilla Ave / Dundas St W,43.664665,-79.489385,0,23
Queens Quay E / Freeland St,43.64249948081925,-79.37285779318468,18,2
Dufferin St / Sylvan Av (Dufferin Grove Park),43.6555556,-79.43361111111112,11,6
Shuter St/River St,43.659296,-79.358035,15,0
York University Station (South) - SMART,43.77345,-79.5002,3,13
Frederick St / King St E,43.651118,-79.369411,42,4
19 Glendora Ave,43.75921143833388,-79.40960364801701,7,4
Wallace Ave / Symington Ave - SMART,43.661324,-79.449534,0,11
University Ave / Queen St W,43.65052424212547,-79.38672702579497,0,15
King St W / Joe Shuster Way,43.639444,-79.423611,19,1
Simcoe St / Wellington St W South,43.6458569,-79.3853654,2,23
Nassau St / Bellevue Ave,43.65484215542248,-79.40351232494366,10,3
Hanlan's Point Ferry Dock,43.6278286673252,-79.38962156604123,3,36
Pretoria Ave / Broadview Ave,43.6783213,-79.35822,12,7
Neil McLellan Park,43.65143,-79.47779,9,4
Dundonald St / Church St,43.66663,-79.38148,28,11
Union Station,43.645609,-79.380386,1,23
Bathurst St / Housey St,43.63781903961206,-79.40013176752855,18,3
Avenue Rd / Macpherson Ave ,43.67794376009951,-79.39836278587889,4,10
190 Queens Quay E,43.6451308,-79.36536439999999,13,2
265 Armadale Ave,43.6501644,-79.48296909999999,21,0
Logan Ave / Eastern Ave - SMART,43.657925501075496,-79.34143486929416,10,1
Gladstone Ave / Queen St W,43.64314139337404,-79.42728015945511,14,1
1 Shortt St,43.69592993313034,-79.45190139609524,28,1
Lake Shore Blvd E / Knox Ave,43.660206,-79.3244,4,7
Wychwood Ave / Benson Ave - SMART,43.6809164,-79.4229684,0,16
Morningside Ave / Kingston Rd,43.769079266710015,-79.18711363068849,7,7
Queen St W / Shaw St,43.6442457,-79.41610440000001,17,6
Victoria Park Ave / Patrick Blvd ,43.7777592874974,-79.32390892420574,3,9
Lake Shore Blvd W / Brow Dr,43.591410003452495,-79.54418190344097,6,8
The Pond Rd / Sentinel Rd,43.7696262,-79.5025943,2,24
365 Lippincott St,43.6649482,-79.40947,28,6
St. Clair West Subway Station - Heath St. W,43.686352,-79.415894,5,16
Fort York  Blvd / Capreol Ct,43.639832,-79.395954,36,9
Lawrence Ave E / Overture Rd,43.76564053924766,-79.19961493121338,3,3
Lansdowne Ave / Whytock Ave,43.6538888888889,-79.4413888888889,3,12
Queens Park Cres / College St ,43.66018127636866,-79.39083271520538,0,20
Kewbeach Ave / Kenilworth Ave,43.666325,-79.3014,10,9
Queens Quay E / Merchants' Wharf,43.64643026333144,-79.3618163165329,23,2
Lake Shore Blvd W / Windermere Ave,43.634896,-79.467763,17,0
Sumach St / Carlton St (Riverdale Farm),43.665867,-79.362506,10,1
Bloor St W / Pacific Ave,43.65412449999999,-79.4636388,2,3
Marie Curtis Park,43.5880774,-79.5432067,9,14
College St / Crawford St,43.655,-79.418889,9,9
Dundas St E / Pembroke St ,43.658295,-79.372346,13,0
Wells St / Brunswick Ave,43.67105163758377,-79.40904755211488,3,10
Rogers Rd / Prospect Cemetery,43.68323,-79.455765,1,22
Carlaw Ave / Danforth Ave,43.678248142816344,-79.34709655456162,8,6
Hubbard Blvd / Balsam Av,43.669328,-79.288949,6,12
Spadina Ave / Sussex Ave ,43.66402799999999,-79.40297869999999,18,13
541 Huron St - SMART,43.670206,-79.402643,8,8
Judson St / Royal York Rd,43.6162721,-79.4990363,0,16
